Kateqoriya,Sual,Cavab
Təmsilçilik,Gömrük rəsmiləşdirilməsi üzrə mütəxəssis kimi fəaliyyət göstərilməsi üçün şərtlər nələrdən ibarətdir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 19 sentyabr 2012-ci il tarixli 207 nömrəli Qərarı ilə təsdiq edilmiş ""Gömrük rəsmiləşdirilməsi üzrə mütəxəssislərə ixtisas attestatının verilməsi, fəaliyyətinin dayandırılması və ləğv edilməsi Qaydaları""nın 2-ci bəndinə müvafiq olaraq: 1. Gömrük rəsmiləşdirilməsi üzrə mütəxəssislər ali təhsilə malik olan Azərbaycan Respublikasının fiziki şəxsləri ola bilərlər. 2. Gömrük rəsmiləşdirilməsi üzrə mütəxəssis kimi fəaliyyət göstərilməsi üçün gömrük rəsmiləşdirilməsinə aid ixtisas attestatının alınması məqsədi ilə Komitəyə müraciət edilməlidir. Həmçinin, gömrük rəsmiləşdirilməsi üzrə mütəxəssis kimi fəaliyyət göstərilməsi üçün şəxslər aşağıda qeyd edilən sahələr üzrə biliyə malik olmalıdırlar: - gömrük qanunvericiliyi və gömrük işi sahəsində - gömrük prosedurları, mal və nəqliyyat vasitələrinin Azərbaycan Respublikasının gömrük sərhədindən keçirilmə qaydaları və şərtləri, gömrük ödənişlərinin növləri, gömrük rəsmiləşdirilməsinin həyata keçirilməsi qaydaları, gömrük məqsədləri üçün xarici iqtisadi fəaliyyətin mal nomenklaturasına uyğun malların təsnifatı və bəyan edilməsi, malların gömrük dəyərinin və mənşə ölkəsinin müəyyən edilməsi qaydaları, gömrük orqanları tərəfindən gömrük və valyuta nəzarətinin həyata keçirilməsi qaydaları, gömrük statistikası, gömrük işi sahəsində qanunvericiliyin pozulmasına görə məsuliyyət, gömrük xidmətinin təşkili, gömrük orqanlarının vəzifəli şəxslərinin statusu, hüququ və vəzifələri barədə; - xarici iqtisadi fəaliyyət və onun dövlət tənzimlənməsi sahəsində - xarici iqtisadi sövdələşmələrin bağlanılması və icra edilməsi, qiymətlər, xarici ticarətdə sığorta və nəqliyyat şərtləri, qadağa və məhdudiyyətlər, o cümlədən lisenziyalaşdırma və sertifikatlaşdırma barədə; - iqtisadiyyat, vergi, maliyyə-kredit, ödəniş-hesab və valyuta münasibətləri, bank işi barədə; - gömrük sahəsinə aid hissədə mülki hüquq, maliyyə hüququ, beynəlxalq və dövlət hüququ və cinayət hüququ barədə; - Komitə tərəfindən verilmiş hüquqlar çərçivəsində mütəxəssisin fəaliyyəti üçün zəruri olan gömrük orqanlarının elektron məlumat sistemlərindən istifadə edilməsi barədə."
Təmsilçilik,Səlahiyyətli iqtisadi operator statusu hansı şərtlər daxilində verilir?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 32-ci maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 230 nömrəli Qərarı ilə təsdiq edilmiş “Səlahiyyətli iqtisadi operator statusunun verilməsi, müvəqqəti dayandırılması və ləğv olunması Qaydaları”nın 2.1-ci bəndinə müvafiq olaraq səlahiyyətli iqtisadi operator statusunun verilməsi üçün şərtlər aşağıdakılardır: - malların təyinat yerinə çatdırılmasının Ümumdünya Gömrük Təşkilatının müəyyən etdiyi təhlükəsizlik normalarına və standartlarına uyğun olaraq təmin edilməsi imkanının mövcudluğu; - gömrük və vergi qanunvericiliyinin tələblərinə riayət edilməsi; - gömrük nəzarəti baxımından əhəmiyyət kəsb edən kommersiya və nəqliyyat sənədlərinin idarə edilməsinə dair qənaətbəxş sistemin olması; - gömrük ödənişlərini və digər ödənişləri həyata keçirmək üçün maliyyə imkanlarının olması; - hüquqi şəxsin fəaliyyət göstərdiyi sahədə ən azı 2 (iki) il təcrübəsinin olması; - müvafiq təhlükəsizlik və mühafizə standartlarının tətbiqi imkanlarının olması; - informasiya mübadiləsini lazımi səviyyədə təmin edən texniki bazanın olması."
Təmsilçilik,"Gömrük brokeri kimi fəaliyyət göstərməsi üçün hüquqi şəxslər onların ştatında olan əməkdaşlara ixtisas attestatının verilməsi üçün Komitəyə müraciət edərkən, hansı sənədləri təqdim etməlidirlər?","Azərbaycan Respublikası Nazirlər Kabinetinin 19 sentyabr 2012-ci il tarixli 207 nömrəli Qərarı ilə təsdiq edilmiş ""Gömrük rəsmiləşdirilməsi üzrə mütəxəssislərə ixtisas attestatının verilməsi, fəaliyyətinin dayandırılması və ləğv edilməsi Qaydaları""nın 3.2-ci bəndinə müvafiq olaraq aşağıdakı sənədlər təqdim edilməlidir: - hüquqi şəxsin vəsatəti; - gömrük rəsmiləşdirilməsi üzrə mütəxəssis kimi fəaliyyət göstərməsi üçün hüquqi şəxsin ştatında olan əməkdaşın ərizəsi; - həmin əməkdaşın şəxsiyyət vəsiqəsinin surəti; - hüquqi şəxs ilə onun ştatında olan əməkdaş arasında bağlanılmış əmək müqaviləsinin və işə qəbulu barədə əmrin surəti; - əməkdaşın müvafiq təhsili barədə dövlət sənədinin təsdiq edilmiş surəti; - əməkdaşın hansı fəaliyyət növü ilə məşğul olmasını təsdiq edən sənədin surəti."
Təmsilçilik,Gömrük brokerləri hansı hallarda dövlət reyestrindən çıxarıla bilər?,"Azərbaycan Respublikası Nazirlər Kabinetinin 12 oktyabr 2012-ci il tarixli 230 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük brokerlərinin dövlət reyestrinin aparılması Qaydaları”nın 2-ci bəndinə müvafiq olaraq aşağıdakı hallarda gömrük brokerləri dövlət reyestrindən çıxarıla bilər: - Gömrük brokerinin fəaliyyəti dayandırıldıqda və ya fəaliyyətinə xitam verildikdə, gömrük brokeri dövlət reyestrindən çıxarılır. - Bundan əlavə, fəaliyyəti dayandırılmış gömrük brokerinin fəaliyyəti yenidən bərpa edikdə, gömrük brokeri yenidən dövlət reyestrinə daxil edilir."
Mülki dövriyyə,Azərbaycan Respublikasının Nazirlər Kabineti tərəfindən müəyyən edilən güc meyarı həddindən artıq olan radioötürücülərin mülki dövriyyəsinə xüsusi icazə verən mərkəzi icra hakimiyyəti orqanı hansıdır?,"Azərbaycan Respublikası Prezidentinin 12 sentyabr 2005-ci il tarixli 292 nömrəli Fərmanı ilə təsdiq edilmiş “Mülki dövriyyənin müəyyən iştirakçılarına mənsub ola bilən və dövriyyədə olmasına xüsusi icazə əsasında yol verilən (mülki dövriyyəsi məhdudlaşdırılmış) əşyaların dövriyyəsinə xüsusi icazə verən” mərkəzi icra hakimiyyəti orqanlarının siyahısına əsasən Rəqəmsal İnkişaf və Nəqliyyat Nazirliyi Azərbaycan Respublikasının Nazirlər Kabineti tərəfindən müəyyən edilən güc meyarı həddindən artıq olan radioötürücülərin mülki dövriyyəsinə xüsusi icazə verir. Qeyd: Azərbaycan Respublikasının Nazirlər Kabineti tərəfindən müəyyən edilən güc meyarı həddinin müəyyən edilməsi 19 aprel 2004-cü il 54 nömrəli Nazirlər Kabinetinin qərarına əsasən aşağıdakı qaydada təsdiqlənmişdir: 1QHs-dək tezlik diapazonu üçün gücü 0,3 Vt-dan yuxarı 1QHs-dən yüksək tezlik diapazonu üçün 0,03 Vt-dan yuxarı"
Mülki dövriyyə,Gözün buynuz qişasının mülki dövriyyəsinə xüsusi icazə verən mərkəzi icra hakimiyyəti orqanı hansıdır?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 215.3-cü maddəsinə, eyni zamanda Azərbaycan Respublikası Prezidentinin 12 sentyabr 2005-ci il tarixli 292 nömrəli Fərmanı ilə təsdiq edilmiş “Mülki dövriyyənin müəyyən iştirakçılarına mənsub ola bilən və dövriyyədə olmasına xüsusi icazə əsasında yol verilən (mülki dövriyyəsi məhdudlaşdırılmış) əşyaların dövriyyəsinə xüsusi icazə verən” mərkəzi icra hakimiyyəti orqanlarının siyahısına əsasən Azərbaycan Respublikasının Səhiyyə Nazirliyi gözün buynuz qişasının mülki dövriyyəsinə xüsusi icazə verir."
Mülki dövriyyə,"Qan, qan komponentləri və onlardan hazırlanan preparatların idxalı və ixracı hansı dövlət orqanının icazəsinə əsasən həyata keçirilir?","24 iyun 1997-ci il tarixli 609 nömrəli “Azərbaycan Respublikasında xarici ticarətin daha da liberallaşdırılması haqqında” Azərbaycan Respublikası Prezidentinin Fərmanının 1 nömrəli əlavəsinə uyğun olaraq qan, qan komponentləri və onlardan hazırlanan preparatların ixracı və idxalı Azərbaycan Respublikası Nazirlər Kabinetinin sərəncamı əsasında həyata keçirilir."
Mülki dövriyyə,Məsafədən idarə edilən pilotsuz uçan aparatlarının mülki dövriyyəsinə xüsusi icazə verən mərkəzi icra hakimiyyəti orqanı hansıdır?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 215.3-cü maddəsinə, eyni zamanda Azərbaycan Respublikası Prezideninin 12 sentyabr 2005-ci il tarixli 292 nömrəli Fərmanı ilə təsdiq edilmiş “Mülki dövriyyənin müəyyən iştirakçılarına mənsub ola bilən və dövriyyədə olmasına xüsusi icazə əsasında yol verilən (mülki dövriyyəsi məhdudlaşdırılmış) əşyaların dövriyyəsinə xüsusi icazə verən” mərkəzi icra hakimiyyəti orqanlarının siyahısına əsasən Azərbaycan Respublikasının Rəqəmsal İnkişaf və Nəqliyyat Nazirliyi (Azərbaycan Respublikası Müdafiə Nazirliyinin, Dövlət Təhlükəsizliyi Xidmətinin, Dövlət Sərhəd Xidmətinin, Daxili İşlər Nazirliyinin və Xüsusi Dövlət Mühafizə Xidmətinin rəyləri nəzərə alınmaqla) məsafədən idarə edilən pilotsuz uçan aparatlarının mülki dövriyyəsinə xüsusi icazə verir."
Mülki dövriyyə,Hansı meyarlara cavab verən balıqtutan torlar və balıqtutan cihazların mülki dövriyyədə olmasına yol verilmir?,"Mülki dövriyyədə olmasına yol verilməyən (mülki dövriyyədən çıxarılmış) əşyaların siyahısı haqqında 23 dekabr 2003-cü il 564 sayılı Azərbaycan Respublikasının Qanununun 19 və 20-ci bəndlərinə əsasən diametri 0,5 mm-dən az olan sintetik təkqat saplardan toxunmuş və dəliklərin konstruktiv ölçüləri 120 mm-dən kiçik ilgəkli balıqtutan torlar və keçirici naqillərlə birləşdirilmiş elektrik siqnal generatoru və akkumulyatordan (batareya) ibarət, balıq və digər su bioresurslarını elektrik cərəyanı vasitəsilə ovlamaq üçün istifadə edilən balıqtutan cihazların mülki dövriyyədə olmasına yol verilmir."
Mülki dövriyyə,Ətraf mühitin zərərli təsirdən mühafizəsi məqsədilə hansı malların ölkə ərazisinə idxalı qadağandır?,"Ətraf mühitin mühafizəsi haqqında 8 iyun 1999-cu il 678 sayılı Azərbaycan Respublikasının Qanununun 46-cı maddəsinə müvafiq olaraq qalınlığı 15 mikrona qədər olan polietilen torbaların, habelə birdəfəlik istifadə üçün nəzərdə tutulan plastik qarışdırıcı çubuq, çəngəl, qaşıq, bıçaq, boşqab və stəkanların sahibkarlar tərəfindən ölkə ərazisinə idxalı qadağandır."
Mülki dövriyyə,Sadələşdirilmiş qaydada gömrük sərhədindən keçirilən və beynəlxalq poçt göndərişləri vasitəsilə alınan (göndərilən) hansı mallara Azərbaycan Respublikasının Qida Təhlükəsizliyi Agentliyinin müvafiq icazə sənədi tələb olunur?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 oktyabr 2013-cü il tarixli 305 nömrəli Qərarı ilə təsdiq edilmiş “Fiziki şəxslər tərəfindən istehsal, yaxud kommersiya məqsədləri üçün nəzərdə tutulmayan malların gömrük sərhədindən keçirilməsinin güzəştli və sadələşdirilmiş qaydaları”nın 2 nömrəli əlavəsinə əsasən sadələşdirilmiş qaydada gömrük sərhədindən keçirilən və beynəlxalq poçt göndərişləri vasitəsilə alınan (göndərilən) heyvanlar, heyvan mənşəli məhsullar və xammal Azərbaycan Respublikasının Qida Təhlükəsizliyi Agentliyinin idxal olunan ölkələr tərəfindən tələb edildiyi halda verdiyi beynəlxalq baytarlıq sertifikatı əsasında, pestisidlərin, bioloji preparatların və aqrokimyəvi maddələrin dövlət qeydiyyatı haqqında şəhadətnamə, bitkilər və bitkiçilik məhsulları, həmçinin bitki mühafizə vasitələri və aqrokimyəvi maddələrə fitosanitar (təkrar ixrac fitosanitar) sertifikatı əsasında icazə verilir."
Mülki dövriyyə,Azərbaycan Respublikasında dövlət qeydiyyatından keçməmiş dərman vasitələrinin respublika ərazisinə idxalına hansı halda icazə verilir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 25 iyul 2007-ci il tarixli 116 nömrəli qərarı ilə təsdiq edilmiş “Hazırlanması, keyfiyyətinin, təhlükəsizliyinin və effektivliyinin araşdırılması məqsədilə dərman vasitələrinin elmi tədqiqat müəssisələri tərəfindən Azərbaycan Respublikasına idxalı qaydası”na əsasən elmi tədqiqat müəssisələri tərəfindən hazırlanması, keyfiyyətinin, təhlükəsizliyinin və effektivliyinin araşdırılması məqsədilə Azərbaycan Respublikasında dövlət qeydiyyatından keçməmiş dərman vasitələrinin respublika ərazisinə idxalı Azərbaycan Respublikasının Səhiyyə Nazirliyi və ya onun səlahiyyətli qurumu tərəfindən verilən icazə əsasında həyata keçirilir."
Mülki dövriyyə,Sadələşdirilmiş qaydada gömrük sərhədindən keçirilən və beynəlxalq poçt göndərişləri vasitəsilə alınan (göndərilən) dini təyinatlı ədəbiyyata Azərbaycan Respublikasının gömrük sərhədindən keçirilərkən hansı dövlət orqanı tərəfindən verilən icazə sənədi tələb olunur?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 oktyabr 2013-cü il tarixli 305 nömrəli Qərarı ilə təsdiq edilmiş “Fiziki şəxslər tərəfindən istehsal, yaxud kommersiya məqsədləri üçün nəzərdə tutulmayan malların gömrük sərhədindən keçirilməsinin güzəştli və sadələşdirilmiş qaydaları”nın 2 nömrəli əlavəsinə əsasən dini təyinatlı ədəbiyyat (kağız və elektron daşıyıcılarında), audio və video materiallar, mal və məmulatlar və dini məzmunlu başqa məlumat materialların Azərbaycan Respublikasına gətirilməsi üçün Azərbaycan Respublikası Dini Qurumlarla İş üzrə Dövlət Komitəsinin icazəsi tələb olunur."
Mülki dövriyyə,Sadələşdirilmiş qaydada gömrük sərhədindən keçirilən və beynəlxalq poçt göndərişləri vasitəsilə alınan (göndərilən) xidməti və mülki silahın Azərbaycan Respublikasının sərhədindən keçirilməsi zamanı hansı mərkəzi icra hakimiyyəti orqanı tərəfindən verilən icazə sənədi tələb olunur?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 oktyabr 2013-cü il tarixli 305 nömrəli Qərarı ilə təsdiq edilmiş “Fiziki şəxslər tərəfindən istehsal, yaxud kommersiya məqsədləri üçün nəzərdə tutulmayan malların gömrük sərhədindən keçirilməsinin güzəştli və sadələşdirilmiş qaydaları”nın 2 nömrəli əlavəsinə əsasən sadələşdirilmiş qaydada gömrük sərhədindən keçirilən və beynəlxalq poçt göndərişləri vasitəsilə alınan (göndərilən) xidməti və mülki silahın Azərbaycan Respublikasının sərhədindən keçirilməsi zamanı Azərbaycan Respublikası Daxili İşlər Nazirliyinin (Azərbaycan Respublikasına səfərləri zamanı xarici dövlət və hökumət başçılarını, onların ailə üzvlərini, beynəlxalq təşkilatların rəhbərlərini, habelə xarici dövlətlərin və beynəlxalq təşkilatların vəzifəli şəxslərini müşayiət edən həmin dövlətlərin və təşkilatların mühafizə xidmətlərinin əməkdaşları tərəfindən öz xidməti vəzifələrini icra etmək məqsədi ilə xidməti silahın və onun döyüş sursatının Azərbaycan Respublikasına gətirilməsinə və Azərbaycan Respublikasından aparılmasına münasibətdə Azərbaycan Respublikası Xüsusi Dövlət Mühafizə Xidmətinin) icazə sənədi tələb olunur."
Mülki dövriyyə,Sadələşdirilmiş qaydada gömrük sərhədindən keçirilən və beynəlxalq poçt göndərişləri vasitəsilə alınan (göndərilən) mühafizə siyahısına daxil edilmiş mədəniyyət sərvətlərinə Azərbaycan Respublikasının sərhədindən keçirilməsi zamanı hansı mərkəzi icra hakimiyyəti orqanı tərəfindən verilən icazə sənədi tələb olunur?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 oktyabr 2013-cü il tarixli 305 nömrəli Qərarı ilə təsdiq edilmiş “Fiziki şəxslər tərəfindən istehsal, yaxud kommersiya məqsədləri üçün nəzərdə tutulmayan malların gömrük sərhədindən keçirilməsinin güzəştli və sadələşdirilmiş qaydaları”nın 2 nömrəli əlavəsinə əsasən sadələşdirilmiş qaydada gömrük sərhədindən keçirilən və beynəlxalq poçt göndərişləri vasitəsilə alınan (göndərilən) mühafizə siyahısına daxil edilmiş mədəniyyət sərvətlərinə Azərbaycan Respublikası Mədəniyyət Nazirliyinin verdiyi ixracın mümkünlüyü barədə mühafizə şəhadətnaməsini təqdim etməklə və onun tələblərinə riayət etməklə icazə verilir."
Mülki dövriyyə,Gizli qaydada informasiya alınması üçün nəzərdə tutulmuş texniki vasitələrin mülki dövriyyəsinə xüsusi icazə verən mərkəzi icra hakimiyyəti orqanı hansıdır?,Azərbaycan Respublikası Prezidentinin 12 sentyabr 2005-ci il tarixli 292 nömrəli Fərmanı ilə təsdiq edilmiş “Mülki dövriyyənin müəyyən iştirakçılarına mənsub ola bilən və dövriyyədə olmasına xüsusi icazə əsasında yol verilən (mülki dövriyyəsi məhdudlaşdırılmış) əşyaların dövriyyəsinə xüsusi icazə verən” mərkəzi icra hakimiyyəti orqanlarının siyahısına əsasən Azərbaycan Respublikasının Dövlət Təhlükəsizliyi Xidməti (rabitə şəbəkələrindən gizli qaydada informasiya alınması üçün nəzərdə tutulmuş texniki vasitələrə münasibətdə Azərbaycan Respublikasının Xüsusi Dövlət Mühafizə Xidməti) gizli qaydada informasiya alınması üçün nəzərdə tutulmuş texniki vasitələrin mülki dövriyyəsinə xüsusi icazə verir.
